id;depart;departLane;departPos;departSpeed;departDelay;arrival;arrivalLane;arrivalPos;arrivalSpeed;duration;routeLength;waitingTime;waitingCount;stopTime;timeLoss;rerouteNo;devices;vType;speedFactor;vaporized
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.98;2838.00;Edge.Minor.S_arm.NB.200_2;5.10;1.68;43.81;2973.00;Edge.Minor.N_arm.NB.200_2;177.70;17.69;135.00;395.01;86.00;1;0.00;112.41;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.98 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.98 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.98;DEFAULT_VEHTYPE;1.09;
vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.104;2842.00;Edge.Minor.S_arm.NB.540_2;5.10;3.68;27.47;2973.00;Edge.Minor.N_arm.NB.540_2;177.70;17.62;131.00;395.01;86.00;1;0.00;108.69;1;tripinfo_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.104 routing_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.104 fcd_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.104;DEFAULT_VEHTYPE;1.06;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.91;2835.00;Edge.Minor.N_arm.SB.540_1;5.10;1.67;19.50;2973.00;Edge.Minor.S_arm.SB.540_2;177.70;15.06;138.00;395.01;87.00;1;0.00;111.73;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.91 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.91 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.91;DEFAULT_VEHTYPE;0.91;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.100;2841.00;Edge.Minor.S_arm.NB.200_2;5.10;0.07;36.85;2974.00;Edge.Minor.N_arm.NB.200_2;177.70;18.31;133.00;395.01;87.00;2;0.00;113.14;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.100 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.100 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.100;DEFAULT_VEHTYPE;1.22;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.85;2791.00;Edge.Minor.N_arm.SB.540_1;5.10;13.70;0.09;2975.00;Edge.Minor.S_arm.SB.540_1;177.70;15.49;184.00;395.01;123.00;2;0.00;158.73;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.85 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.85 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.85;DEFAULT_VEHTYPE;0.95;
vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.102;2843.00;Edge.Minor.S_arm.NB.540_1;5.10;3.37;40.71;2975.00;Edge.Minor.N_arm.NB.540_2;177.70;15.44;132.00;395.01;86.00;1;0.00;107.84;1;tripinfo_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.102 routing_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.102 fcd_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.102;DEFAULT_VEHTYPE;0.99;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.96;2844.00;Edge.Minor.N_arm.SB.540_1;5.10;2.97;17.29;2975.00;Edge.Minor.S_arm.SB.540_2;177.70;17.21;131.00;395.01;86.00;1;0.00;110.49;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.96 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.96 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.96;DEFAULT_VEHTYPE;1.19;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.76;2714.00;Edge.Minor.S_arm.NB.200_1;5.10;10.41;15.85;2976.00;Edge.Minor.N_arm.NB.200_1;177.70;15.50;262.00;395.01;194.00;4;0.00;237.48;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.76 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.76 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.76;DEFAULT_VEHTYPE;0.98;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.105;2845.00;Edge.Minor.S_arm.NB.200_2;5.10;5.83;24.71;2976.00;Edge.Minor.N_arm.NB.200_2;177.70;17.27;131.00;395.01;87.00;1;0.00;107.63;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.105 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.105 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.105;DEFAULT_VEHTYPE;1.05;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.98;2847.00;Edge.Minor.N_arm.SB.540_2;5.10;4.56;17.85;2976.00;Edge.Minor.S_arm.SB.540_2;177.70;16.38;129.00;395.01;86.00;1;0.00;105.69;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.98 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.98 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.98;DEFAULT_VEHTYPE;1.02;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.100;2846.00;Edge.Minor.N_arm.SB.200_2;5.10;6.07;54.16;2977.00;Edge.Minor.S_arm.SB.200_2;177.70;13.47;131.00;395.01;85.00;1;0.00;102.42;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.100 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.100 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.100;DEFAULT_VEHTYPE;0.85;
vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.103;2844.00;Edge.Minor.S_arm.NB.540_2;5.10;0.78;30.96;2977.00;Edge.Minor.N_arm.NB.540_2;177.70;15.41;133.00;395.01;84.00;1;0.00;108.65;1;tripinfo_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.103 routing_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.103 fcd_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.103;DEFAULT_VEHTYPE;0.99;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.77;2717.00;Edge.Minor.N_arm.SB.200_1;5.10;6.33;0.58;2978.00;Edge.Minor.S_arm.SB.200_1;177.70;15.01;261.00;395.01;180.00;3;0.00;234.68;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.77 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.77 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.77;DEFAULT_VEHTYPE;0.91;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.102;2848.00;Edge.Minor.N_arm.SB.200_2;5.10;6.40;48.09;2978.00;Edge.Minor.S_arm.SB.200_2;177.70;15.37;130.00;395.01;85.00;1;0.00;106.65;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.102 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.102 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.102;DEFAULT_VEHTYPE;1.02;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.103;2847.00;Edge.Minor.S_arm.NB.200_2;5.10;6.69;36.73;2978.00;Edge.Minor.N_arm.NB.200_2;177.70;15.21;131.00;395.01;86.00;1;0.00;105.56;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.103 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.103 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.103;DEFAULT_VEHTYPE;0.95;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.100;2849.00;Edge.Minor.N_arm.SB.540_2;5.10;5.15;12.15;2978.00;Edge.Minor.S_arm.SB.540_2;177.70;18.98;129.00;395.01;86.00;1;0.00;107.89;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.100 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.100 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.100;DEFAULT_VEHTYPE;1.15;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.78;2715.00;Edge.Minor.S_arm.NB.200_1;5.10;5.95;9.50;2979.00;Edge.Minor.N_arm.NB.200_1;177.70;15.17;264.00;395.01;191.00;3;0.00;237.46;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.78 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.78 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.78;DEFAULT_VEHTYPE;0.92;
vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.96;2783.00;Edge.Minor.S_arm.NB.540_1;5.10;4.36;1.12;2979.00;Edge.Minor.N_arm.NB.540_2;177.70;14.93;196.00;395.01;129.00;2;0.00;170.17;1;tripinfo_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.96 routing_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.96 fcd_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.96;DEFAULT_VEHTYPE;0.94;
vf_Node.Minor.460.S_end__Node.Minor.400.S_end__seg1__0.2;2876.00;Edge.Minor.S_arm.NB.460_1;5.10;15.85;0.58;2979.00;Edge.Minor.S_arm.SB.400_1;180.90;15.06;103.00;425.26;63.00;2;0.00;73.55;1;tripinfo_vf_Node.Minor.460.S_end__Node.Minor.400.S_end__seg1__0.2 routing_vf_Node.Minor.460.S_end__Node.Minor.400.S_end__seg1__0.2 fcd_vf_Node.Minor.460.S_end__Node.Minor.400.S_end__seg1__0.2;DEFAULT_VEHTYPE;0.95;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.81;2722.00;Edge.Minor.S_arm.NB.200_1;5.10;19.96;0.62;2980.00;Edge.Minor.N_arm.NB.200_1;177.70;17.51;258.00;395.01;190.00;3;0.00;238.57;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.81 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.81 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.81;DEFAULT_VEHTYPE;1.23;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.103;2850.00;Edge.Minor.N_arm.SB.200_2;5.10;6.99;46.99;2980.00;Edge.Minor.S_arm.SB.200_2;177.70;16.32;130.00;395.01;84.00;1;0.00;105.36;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.103 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.103 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.103;DEFAULT_VEHTYPE;0.98;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.104;2849.00;Edge.Minor.S_arm.NB.200_2;5.10;6.04;29.00;2980.00;Edge.Minor.N_arm.NB.200_2;177.70;14.55;131.00;395.01;85.00;1;0.00;104.40;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.104 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.104 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.104;DEFAULT_VEHTYPE;0.89;
vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.108;2847.00;Edge.Minor.S_arm.NB.540_2;5.10;0.32;24.32;2980.00;Edge.Minor.N_arm.NB.540_2;177.70;16.73;133.00;395.01;85.00;1;0.00;112.22;1;tripinfo_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.108 routing_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.108 fcd_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.108;DEFAULT_VEHTYPE;1.15;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.102;2851.00;Edge.Minor.N_arm.SB.540_2;5.10;5.51;9.03;2980.00;Edge.Minor.S_arm.SB.540_2;177.70;17.98;129.00;395.01;86.00;1;0.00;106.68;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.102 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.102 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.102;DEFAULT_VEHTYPE;1.11;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.80;2724.00;Edge.Minor.N_arm.SB.200_1;5.10;10.14;0.06;2981.00;Edge.Minor.S_arm.SB.200_1;177.70;13.61;257.00;395.01;177.00;2;0.00;228.54;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.80 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.80 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.80;DEFAULT_VEHTYPE;0.86;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.88;2804.00;Edge.Minor.N_arm.SB.540_1;5.10;9.19;0.15;2981.00;Edge.Minor.S_arm.SB.540_1;177.70;15.56;177.00;395.01;114.00;2;0.00;152.18;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.88 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.88 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.88;DEFAULT_VEHTYPE;0.98;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.99;2848.00;Edge.Minor.N_arm.SB.540_1;5.10;8.77;16.42;2981.00;Edge.Minor.S_arm.SB.540_2;177.70;17.12;133.00;395.01;86.00;2;0.00;110.84;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.99 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.99 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.99;DEFAULT_VEHTYPE;1.08;
vf_Node.Main.740.S__Node.Minor.400.N_end__seg1__0.1;2715.00;Edge.Main.WB.740-620_3;5.10;14.66;0.50;2982.00;Edge.Minor.N_arm.NB.400_1;180.90;14.11;267.00;894.73;151.00;7;0.00;202.82;1;tripinfo_vf_Node.Main.740.S__Node.Minor.400.N_end__seg1__0.1 routing_vf_Node.Main.740.S__Node.Minor.400.N_end__seg1__0.1 fcd_vf_Node.Main.740.S__Node.Minor.400.N_end__seg1__0.1;DEFAULT_VEHTYPE;0.88;
vf_Node.Minor.200.S_end__Node.Main.0.S__seg1__0.14;2726.00;Edge.Minor.S_arm.NB.200_1;5.10;16.02;0.62;2982.00;Edge.Main.WB.120-0_1;112.00;15.75;256.00;373.13;189.00;3;0.00;230.89;1;tripinfo_vf_Node.Minor.200.S_end__Node.Main.0.S__seg1__0.14 routing_vf_Node.Minor.200.S_end__Node.Main.0.S__seg1__0.14 fcd_vf_Node.Minor.200.S_end__Node.Main.0.S__seg1__0.14;DEFAULT_VEHTYPE;0.96;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.82;2728.00;Edge.Minor.N_arm.SB.200_1;5.10;10.58;0.38;2982.00;Edge.Minor.S_arm.SB.200_1;177.70;15.51;254.00;395.01;177.00;2;0.00;235.96;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.82 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.82 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.82;DEFAULT_VEHTYPE;1.33;
vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.83;2746.00;Edge.Minor.S_arm.NB.540_1;5.10;15.54;0.53;2982.00;Edge.Minor.N_arm.NB.540_1;177.70;14.30;236.00;395.01;170.00;3;0.00;210.40;1;tripinfo_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.83 routing_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.83 fcd_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.83;DEFAULT_VEHTYPE;0.93;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.90;2805.00;Edge.Minor.N_arm.SB.540_1;5.10;4.90;0.50;2982.00;Edge.Minor.S_arm.SB.540_1;177.70;17.67;177.00;395.01;111.00;2;0.00;158.91;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.90 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.90 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.90;DEFAULT_VEHTYPE;1.31;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.104;2852.00;Edge.Minor.N_arm.SB.200_2;5.10;8.47;36.38;2982.00;Edge.Minor.S_arm.SB.200_2;177.70;15.77;130.00;395.01;84.00;1;0.00;104.95;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.104 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.104 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.104;DEFAULT_VEHTYPE;0.98;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.106;2851.00;Edge.Minor.S_arm.NB.200_2;5.10;5.99;23.84;2982.00;Edge.Minor.N_arm.NB.200_2;177.70;16.51;131.00;395.01;85.00;1;0.00;107.11;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.106 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.106 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.106;DEFAULT_VEHTYPE;1.01;
vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.109;2851.00;Edge.Minor.S_arm.NB.540_2;5.10;2.44;22.79;2982.00;Edge.Minor.N_arm.NB.540_2;177.70;15.82;131.00;395.01;84.00;1;0.00;107.38;1;tripinfo_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.109 routing_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.109 fcd_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.109;DEFAULT_VEHTYPE;1.02;
vf_Node.Minor.540.N_end__Node.Main.740.N__seg1__0.19;2798.00;Edge.Minor.N_arm.SB.540_1;5.10;11.69;0.53;2983.00;Edge.Main.EB.620-740_1;112.00;11.37;185.00;373.13;119.00;2;0.00;152.13;1;tripinfo_vf_Node.Minor.540.N_end__Node.Main.740.N__seg1__0.19 routing_vf_Node.Minor.540.N_end__Node.Main.740.N__seg1__0.19 fcd_vf_Node.Minor.540.N_end__Node.Main.740.N__seg1__0.19;DEFAULT_VEHTYPE;0.72;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.111;2853.00;Edge.Minor.N_arm.SB.200_2;5.10;4.56;24.47;2983.00;Edge.Minor.S_arm.SB.200_2;177.70;17.35;130.00;395.01;84.00;1;0.00;110.29;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.111 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.111 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.111;DEFAULT_VEHTYPE;1.21;
vf_Node.Minor.400.S_end__Node.Minor.400.N_end__seg1__0.0;2840.00;Edge.Minor.S_arm.NB.400_1;5.10;16.60;0.75;2983.00;Edge.Minor.N_arm.NB.400_1;180.90;15.92;143.00;739.41;59.00;5;0.00;95.62;1;tripinfo_vf_Node.Minor.400.S_end__Node.Minor.400.N_end__seg1__0.0 routing_vf_Node.Minor.400.S_end__Node.Minor.400.N_end__seg1__0.0 fcd_vf_Node.Minor.400.S_end__Node.Minor.400.N_end__seg1__0.0;DEFAULT_VEHTYPE;1.00;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.101;2854.00;Edge.Minor.N_arm.SB.540_1;5.10;2.69;13.69;2983.00;Edge.Minor.S_arm.SB.540_2;177.70;15.70;129.00;395.01;85.00;1;0.00;104.44;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.101 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.101 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.101;DEFAULT_VEHTYPE;0.97;
vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.86;2754.00;Edge.Minor.S_arm.NB.540_1;5.10;17.16;0.77;2984.00;Edge.Minor.N_arm.NB.540_1;177.70;16.68;230.00;395.01;162.00;3;0.00;206.26;1;tripinfo_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.86 routing_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.86 fcd_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.86;DEFAULT_VEHTYPE;1.03;
vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.110;2854.00;Edge.Minor.S_arm.NB.540_2;5.10;6.04;24.87;2984.00;Edge.Minor.N_arm.NB.540_2;177.70;17.74;130.00;395.01;83.00;1;0.00;107.65;1;tripinfo_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.110 routing_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.110 fcd_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.110;DEFAULT_VEHTYPE;1.10;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.107;2853.00;Edge.Minor.S_arm.NB.200_2;5.10;6.02;17.35;2984.00;Edge.Minor.N_arm.NB.200_2;177.70;17.04;131.00;395.01;84.00;1;0.00;107.68;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.107 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.107 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.107;DEFAULT_VEHTYPE;1.06;
vf_Node.Minor.200.S_end__Node.Main.0.S__seg1__0.15;2736.00;Edge.Minor.S_arm.NB.200_1;5.10;17.03;0.21;2985.00;Edge.Main.WB.120-0_1;112.00;16.86;249.00;373.13;182.00;4;0.00;225.32;1;tripinfo_vf_Node.Minor.200.S_end__Node.Main.0.S__seg1__0.15 routing_vf_Node.Minor.200.S_end__Node.Main.0.S__seg1__0.15 fcd_vf_Node.Minor.200.S_end__Node.Main.0.S__seg1__0.15;DEFAULT_VEHTYPE;1.02;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.91;2767.00;Edge.Minor.N_arm.SB.200_1;5.10;5.54;0.05;2985.00;Edge.Minor.S_arm.SB.200_1;177.70;17.70;218.00;395.01;150.00;2;0.00;195.81;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.91 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.91 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.91;DEFAULT_VEHTYPE;1.09;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.112;2855.00;Edge.Minor.N_arm.SB.200_2;5.10;1.23;25.91;2985.00;Edge.Minor.S_arm.SB.200_2;177.70;19.65;130.00;395.01;83.00;1;0.00;109.22;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.112 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.112 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.112;DEFAULT_VEHTYPE;1.18;
vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.108;2855.00;Edge.Minor.S_arm.NB.200_2;5.10;4.65;17.80;2985.00;Edge.Minor.N_arm.NB.200_2;177.70;14.44;130.00;395.01;85.00;1;0.00;103.96;1;tripinfo_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.108 routing_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.108 fcd_vf_Node.Minor.200.S_end__Node.Minor.200.N_end__seg1__0.108;DEFAULT_VEHTYPE;0.91;
vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.114;2856.00;Edge.Minor.S_arm.NB.540_2;5.10;7.52;14.79;2985.00;Edge.Minor.N_arm.NB.540_2;177.70;16.71;129.00;395.01;83.00;1;0.00;106.29;1;tripinfo_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.114 routing_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.114 fcd_vf_Node.Minor.540.S_end__Node.Minor.540.N_end__seg1__0.114;DEFAULT_VEHTYPE;1.06;
vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.104;2860.00;Edge.Minor.N_arm.SB.540_2;5.10;16.89;0.63;2985.00;Edge.Minor.S_arm.SB.540_2;177.70;16.92;125.00;395.01;85.00;1;0.00;102.11;1;tripinfo_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.104 routing_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.104 fcd_vf_Node.Minor.540.N_end__Node.Minor.540.S_end__seg1__0.104;DEFAULT_VEHTYPE;1.06;
vf_Node.Minor.540.N_end__Node.Main.740.N__seg1__0.20;2838.00;Edge.Minor.N_arm.SB.540_1;5.10;0.62;18.59;2987.00;Edge.Main.EB.620-740_1;112.00;13.48;149.00;373.13;90.00;1;0.00;122.01;1;tripinfo_vf_Node.Minor.540.N_end__Node.Main.740.N__seg1__0.20 routing_vf_Node.Minor.540.N_end__Node.Main.740.N__seg1__0.20 fcd_vf_Node.Minor.540.N_end__Node.Main.740.N__seg1__0.20;DEFAULT_VEHTYPE;0.87;
vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.106;2858.00;Edge.Minor.N_arm.SB.200_2;5.10;0.88;37.24;2987.00;Edge.Minor.S_arm.SB.200_2;177.70;16.50;129.00;395.01;82.00;1;0.00;105.36;1;tripinfo_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.106 routing_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.106 fcd_vf_Node.Minor.200.N_end__Node.Minor.200.S_end__seg1__0.106;DEFAULT_VEHTYPE;1.04;
